data,lançamento,ag./origem,valor (R$),saldos (R$),nome_arquivo,data_base
19/08/2024,PIX QRS CEA PAY FUN17/08,9131,-361.91,,custo_2024_08.xls,01/08/2024
19/08/2024,REND PAGO APLIC AUT MAIS,,0.02,,custo_2024_08.xls,01/08/2024
19/08/2024,SDO CTA/APL AUTOMATICAS,,,2224.21,custo_2024_08.xls,01/08/2024
20/08/2024,ELECTRONGueldoces,9212,-12.0,,custo_2024_08.xls,01/08/2024
20/08/2024,ELECTRONMARIA CELIA,9212,-12.7,,custo_2024_08.xls,01/08/2024
20/08/2024,ELECTRONRESTAURANTE,9212,-33.0,,custo_2024_08.xls,01/08/2024
20/08/2024,PIX TRANSF  EMBRYO 20/08,9136,-100.0,,custo_2024_08.xls,01/08/2024
20/08/2024,DA  NET SERVICOS 5680788,9293,-294.4,,custo_2024_08.xls,01/08/2024
20/08/2024,REND PAGO APLIC AUT MAIS,,0.02,,custo_2024_08.xls,01/08/2024
20/08/2024,SDO CTA/APL AUTOMATICAS,,,1772.13,custo_2024_08.xls,01/08/2024
21/08/2024,ELECTRONPCA N MUNDO,9212,-7.49,,custo_2024_08.xls,01/08/2024
21/08/2024,ELECTRONRS AVILA,9212,-28.75,,custo_2024_08.xls,01/08/2024
21/08/2024,SDO CTA/APL AUTOMATICAS,,,1735.89,custo_2024_08.xls,01/08/2024
22/08/2024,ELECTRONPCA N MUNDO,9212,-21.69,,custo_2024_08.xls,01/08/2024
22/08/2024,PIX TRANSF  IMW 3 R22/08,9779,-60.0,,custo_2024_08.xls,01/08/2024
22/08/2024,DA  COMGAS 51448254,9293,-420.73,,custo_2024_08.xls,01/08/2024
22/08/2024,REND PAGO APLIC AUT MAIS,,0.02,,custo_2024_08.xls,01/08/2024
22/08/2024,SDO CTA/APL AUTOMATICAS,,,1233.49,custo_2024_08.xls,01/08/2024
23/08/2024,ELECTRONBB TRANSPOR,9212,-20.0,,custo_2024_08.xls,01/08/2024
23/08/2024,ELECTRONMERLO'S PIZ,9212,-41.0,,custo_2024_08.xls,01/08/2024
23/08/2024,ELECTRONRS AVILA,9212,-47.34,,custo_2024_08.xls,01/08/2024
23/08/2024,PIX TRANSF  FABIO L23/08,9014,-30.0,,custo_2024_08.xls,01/08/2024
23/08/2024,PIX TRANSF  Jeferso23/08,9130,-12.0,,custo_2024_08.xls,01/08/2024
23/08/2024,FINANC IMOBILIARIO   029,9293,-2781.33,,custo_2024_08.xls,01/08/2024
23/08/2024,REND PAGO APLIC AUT MAIS,,0.01,,custo_2024_08.xls,01/08/2024
23/08/2024,SALDO DO DIA,,,-1698.17,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONDROGARIA SA,9212,-43.68,,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONDROGARIA SA,9212,-23.29,,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONOrielPereir,9212,-30.0,,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONPkf,9212,-35.0,,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONPG *TON CAS,9212,-25.0,,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONPG *TON FEI,9212,-5.0,,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONRosileneDaS,9212,-12.0,,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONREAL BRASIL,9212,-2.0,,custo_2024_08.xls,01/08/2024
26/08/2024,ELECTRONVERA CLEMEN,9212,-30.0,,custo_2024_08.xls,01/08/2024
26/08/2024,PIX TRANSF  EDMILSO26/08,9127,-10.0,,custo_2024_08.xls,01/08/2024
26/08/2024,SALDO DO DIA,,,-1914.14,custo_2024_08.xls,01/08/2024
27/08/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_08.xls,01/08/2024
27/08/2024,SALDO DO DIA,,,-1944.14,custo_2024_08.xls,01/08/2024
28/08/2024,ELECTRONPADARIA DEL,9212,-42.25,,custo_2024_08.xls,01/08/2024
28/08/2024,ELECTRONPCA N MUNDO,9212,-1.99,,custo_2024_08.xls,01/08/2024
28/08/2024,ELECTRONPCA N MUNDO,9212,-12.9,,custo_2024_08.xls,01/08/2024
28/08/2024,SALDO DO DIA,,,-2001.28,custo_2024_08.xls,01/08/2024
29/08/2024,ELECTRONFRIGOMUNDO,9212,-55.27,,custo_2024_08.xls,01/08/2024
29/08/2024,ELECTRONMAGAZINE DO,9212,-8.0,,custo_2024_08.xls,01/08/2024
29/08/2024,ELECTRONMAGAZINE DO,9212,-22.0,,custo_2024_08.xls,01/08/2024
29/08/2024,ELECTRONPCA N MUNDO,9212,-38.08,,custo_2024_08.xls,01/08/2024
29/08/2024,SALDO DO DIA,,,-2124.63,custo_2024_08.xls,01/08/2024
30/08/2024,ELECTRONReginaldoca,9212,-8.0,,custo_2024_08.xls,01/08/2024
30/08/2024,ELECTRONREAL BRASIL,9212,-11.0,,custo_2024_08.xls,01/08/2024
30/08/2024,ELECTRONRESTAURANTE,9212,-30.54,,custo_2024_08.xls,01/08/2024
30/08/2024,ELECTRONRS AVILA,9212,-28.08,,custo_2024_08.xls,01/08/2024
30/08/2024,PIX TRANSF  erlonds30/08,9028,-35.0,,custo_2024_08.xls,01/08/2024
30/08/2024,PIX TRANSF  EMBRYO 30/08,9014,-30.0,,custo_2024_08.xls,01/08/2024
31/08/2024,SALDO DO DIA,,,-2267.25,custo_2024_08.xls,01/08/2024
30/08/2024,SALDO ANTERIOR,,,-2267.25,custo_2024_09.xls,01/09/2024
02/09/2024,ELECTRONARENA SANTA,9212,-15.0,,custo_2024_09.xls,01/09/2024
02/09/2024,ELECTRONATACADAO 06,9212,-468.25,,custo_2024_09.xls,01/09/2024
02/09/2024,ELECTRONLUIZ ANTONI,9212,-35.0,,custo_2024_09.xls,01/09/2024
02/09/2024,ELECTRONOrielPereir,9212,-30.0,,custo_2024_09.xls,01/09/2024
02/09/2024,ELECTRONPG *TON CHU,9212,-35.0,,custo_2024_09.xls,01/09/2024
02/09/2024,PIX TRANSF  LUCIANO02/09,9130,-40.0,,custo_2024_09.xls,01/09/2024
02/09/2024,TBI 9293.22915-0/500,4175,2751.51,,custo_2024_09.xls,01/09/2024
02/09/2024,PIX TRANSF  CARLOS 01/09,9028,80.0,,custo_2024_09.xls,01/09/2024
02/09/2024,PIX TRANSF  LUCIANO01/09,9773,80.0,,custo_2024_09.xls,01/09/2024
02/09/2024,PIX TRANSF  MARCOS 01/09,9925,80.0,,custo_2024_09.xls,01/09/2024
02/09/2024,PIX TRANSF  THIAGO 01/09,9925,80.0,,custo_2024_09.xls,01/09/2024
02/09/2024,SABESP      3082129325,9293,-227.94,,custo_2024_09.xls,01/09/2024
02/09/2024,SALDO DO DIA,,,-46.93,custo_2024_09.xls,01/09/2024
03/09/2024,IOF,,-10.05,,custo_2024_09.xls,01/09/2024
03/09/2024,TAR PACOTE ITAU   AGO/24,9293,-92.5,,custo_2024_09.xls,01/09/2024
03/09/2024,SALDO DO DIA,,,-149.48,custo_2024_09.xls,01/09/2024
04/09/2024,ELECTRONBicoMateria,9212,-118.0,,custo_2024_09.xls,01/09/2024
04/09/2024,SALDO DO DIA,,,-267.48,custo_2024_09.xls,01/09/2024
05/09/2024,PIX TRANSF  IMW 3 R05/09,9029,-264.0,,custo_2024_09.xls,01/09/2024
05/09/2024,PAGTO EM CONTA CORRENTE,1268,2630.54,,custo_2024_09.xls,01/09/2024
05/09/2024,PIX TRANSF  MICHELL05/09,9120,500.0,,custo_2024_09.xls,01/09/2024
05/09/2024,JUROS LIMITE DA CONTA,,-43.16,,custo_2024_09.xls,01/09/2024
05/09/2024,DA  CLARO MOVEL 46827990,9293,-57.29,,custo_2024_09.xls,01/09/2024
05/09/2024,SDO CTA/APL AUTOMATICAS,,,2498.61,custo_2024_09.xls,01/09/2024
06/09/2024,ELECTRONBB TRANSPOR,9212,-50.0,,custo_2024_09.xls,01/09/2024
06/09/2024,ELECTRONREAL BRASIL,9212,-15.0,,custo_2024_09.xls,01/09/2024
06/09/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_09.xls,01/09/2024
06/09/2024,MOBILEPAG TIT BANCO 237,9120,-687.15,,custo_2024_09.xls,01/09/2024
06/09/2024,PIX TRANSF  EMBRYO 06/09,9779,-100.0,,custo_2024_09.xls,01/09/2024
06/09/2024,PIX TRANSF  Rafael 06/09,9126,-100.0,,custo_2024_09.xls,01/09/2024
06/09/2024,SDO CTA/APL AUTOMATICAS,,,1516.46,custo_2024_09.xls,01/09/2024
09/09/2024,ELECTRONPADARIA DEL,9212,-39.99,,custo_2024_09.xls,01/09/2024
09/09/2024,ELECTRONPCA N MUNDO,9212,-9.5,,custo_2024_09.xls,01/09/2024
09/09/2024,ELECTRONRS AVILA,9212,-99.58,,custo_2024_09.xls,01/09/2024
09/09/2024,MOBILEPAG TIT BANCO 461,9026,-130.0,,custo_2024_09.xls,01/09/2024
09/09/2024,PIX TRANSF  IMW 3 R08/09,9327,-50.0,,custo_2024_09.xls,01/09/2024
09/09/2024,PIX TRANSF  IMW 3 R08/09,9122,-10.0,,custo_2024_09.xls,01/09/2024
09/09/2024,PIX TRANSF  Matheus09/09,9132,80.0,,custo_2024_09.xls,01/09/2024
09/09/2024,SDO CTA/APL AUTOMATICAS,,,1257.39,custo_2024_09.xls,01/09/2024
10/09/2024,ELECTRONRESTAURANTE,9212,-35.0,,custo_2024_09.xls,01/09/2024
10/09/2024,PIX TRANSF  DORALIC10/09,9130,-100.0,,custo_2024_09.xls,01/09/2024
10/09/2024,PIX TRANSF  EMBRYO 10/09,9327,-21.0,,custo_2024_09.xls,01/09/2024
10/09/2024,PIX TRANSF  EMBRYO 10/09,9122,-20.0,,custo_2024_09.xls,01/09/2024
10/09/2024,PIX TRANSF  Luan Pa10/09,9925,-20.0,,custo_2024_09.xls,01/09/2024
10/09/2024,SEGURO CARTAO,9293,-8.18,,custo_2024_09.xls,01/09/2024
10/09/2024,SDO CTA/APL AUTOMATICAS,,,1053.21,custo_2024_09.xls,01/09/2024
11/09/2024,ELECTRONRS AVILA,9212,-46.75,,custo_2024_09.xls,01/09/2024
11/09/2024,PIX TRANSF  Joadson11/09,9120,-50.0,,custo_2024_09.xls,01/09/2024
11/09/2024,SDO CTA/APL AUTOMATICAS,,,956.46,custo_2024_09.xls,01/09/2024
12/09/2024,ELECTRONPCA N MUNDO,9212,-28.28,,custo_2024_09.xls,01/09/2024
12/09/2024,ELECTRONRS AVILA,9212,-10.57,,custo_2024_09.xls,01/09/2024
12/09/2024,ELECTRONRS AVILA,9212,-34.14,,custo_2024_09.xls,01/09/2024
12/09/2024,ELECTRONRS AVILA,9212,-25.45,,custo_2024_09.xls,01/09/2024
12/09/2024,SDO CTA/APL AUTOMATICAS,,,858.02,custo_2024_09.xls,01/09/2024
13/09/2024,PAGTO EM CONTA CORRENTE,1268,4115.42,,custo_2024_09.xls,01/09/2024
13/09/2024,PIX TRANSF  Rafael 13/09,9779,100.0,,custo_2024_09.xls,01/09/2024
13/09/2024,DEB AUTOR UNICEF,9293,-85.0,,custo_2024_09.xls,01/09/2024
13/09/2024,SDO CTA/APL AUTOMATICAS,,,4988.44,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONARENA SANTA,9212,-14.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONARENA SANTA,9212,-13.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONBANANAS ANA,9212,-10.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONCarlosDiyod,9212,-14.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONCALDOS MANA,9212,-32.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONDROGARIA SA,9212,-26.17,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONEdufrutas,9212,-20.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONFRIGOMUNDO,9212,-34.8,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONKUNIKO KOHA,9212,-40.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONMP*ORIEL,9212,-50.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONPkf,9212,-17.5,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONPG *TON CAS,9212,-19.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONPG *TON FEI,9212,-20.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONRobinson,9212,-30.0,,custo_2024_09.xls,01/09/2024
16/09/2024,ELECTRONRosileneDaS,9212,-11.0,,custo_2024_09.xls,01/09/2024
16/09/2024,PIX QRS CEA PAY FUN16/09,9773,-183.99,,custo_2024_09.xls,01/09/2024
16/09/2024,PIX TRANSF  Dilza S14/09,9773,-20.0,,custo_2024_09.xls,01/09/2024
16/09/2024,INT ITAU VISA,4175,-612.48,,custo_2024_09.xls,01/09/2024
16/09/2024,DA  CLARO MOVEL 66459258,9293,-149.9,,custo_2024_09.xls,01/09/2024
16/09/2024,REND PAGO APLIC AUT MAIS,,0.02,,custo_2024_09.xls,01/09/2024
16/09/2024,SDO CTA/APL AUTOMATICAS,,,3670.62,custo_2024_09.xls,01/09/2024
17/09/2024,ELECTRONFRIGOMUNDO,9212,-10.96,,custo_2024_09.xls,01/09/2024
17/09/2024,ELECTRONLOJAS AMERI,9212,-59.74,,custo_2024_09.xls,01/09/2024
17/09/2024,ELECTRONMundomedDro,9212,-51.05,,custo_2024_09.xls,01/09/2024
17/09/2024,ELECTRONSHOPPING BA,9212,-40.9,,custo_2024_09.xls,01/09/2024
17/09/2024,PIX TRANSF  Donavil17/09,9129,-50.0,,custo_2024_09.xls,01/09/2024
17/09/2024,DA  ELETROPAULO 11701161,9293,-110.77,,custo_2024_09.xls,01/09/2024
17/09/2024,SDO CTA/APL AUTOMATICAS,,,3347.2,custo_2024_09.xls,01/09/2024
18/09/2024,PIX TRANSF  Erlon J18/09,9953,-35.0,,custo_2024_09.xls,01/09/2024
18/09/2024,SDO CTA/APL AUTOMATICAS,,,3312.2,custo_2024_09.xls,01/09/2024
19/09/2024,ELECTRONGALPAO GAUC,9212,-20.77,,custo_2024_09.xls,01/09/2024
19/09/2024,ELECTRONPCA N MUNDO,9212,-19.09,,custo_2024_09.xls,01/09/2024
19/09/2024,PIX TRANSF  EDMILSO19/09,9126,-20.0,,custo_2024_09.xls,01/09/2024
19/09/2024,SDO CTA/APL AUTOMATICAS,,,3252.34,custo_2024_09.xls,01/09/2024
20/09/2024,ELECTRONDivinePadar,9212,-106.59,,custo_2024_09.xls,01/09/2024
20/09/2024,ELECTRONICE 4U GELA,9212,-56.14,,custo_2024_09.xls,01/09/2024
20/09/2024,ELECTRONSHOPPING ME,9212,-69.8,,custo_2024_09.xls,01/09/2024
20/09/2024,ELECTRONTROPICAL DO,9212,-2.0,,custo_2024_09.xls,01/09/2024
20/09/2024,PIX TRANSF  LUCIANO20/09,9773,-20.0,,custo_2024_09.xls,01/09/2024
20/09/2024,DA  NET SERVICOS 5680788,9293,-236.51,,custo_2024_09.xls,01/09/2024
20/09/2024,SDO CTA/APL AUTOMATICAS,,,2761.3,custo_2024_09.xls,01/09/2024
23/09/2024,ELECTRONGIGA ATACAD,9212,-109.9,,custo_2024_09.xls,01/09/2024
23/09/2024,ELECTRONHOPI HARI,9212,-26.9,,custo_2024_09.xls,01/09/2024
23/09/2024,ELECTRONHOPI HARI,9212,-95.7,,custo_2024_09.xls,01/09/2024
23/09/2024,ELECTRONHOPI HARI,9212,-89.7,,custo_2024_09.xls,01/09/2024
23/09/2024,ELECTRONHOPI HARI,9212,-9.0,,custo_2024_09.xls,01/09/2024
23/09/2024,ELECTRONPadariaChar,9212,-9.0,,custo_2024_09.xls,01/09/2024
23/09/2024,ELECTRONPOSTO SERVC,9212,-91.84,,custo_2024_09.xls,01/09/2024
23/09/2024,ELECTRONRS AVILA,9212,-37.17,,custo_2024_09.xls,01/09/2024
23/09/2024,PIX QRS IMW 3 R VIL22/09,9128,-50.0,,custo_2024_09.xls,01/09/2024
23/09/2024,PIX TRANSF  EMBRYO 21/09,9128,-100.0,,custo_2024_09.xls,01/09/2024
23/09/2024,PIX TRANSF  EMBRYO 23/09,9132,-20.0,,custo_2024_09.xls,01/09/2024
23/09/2024,PIX TRANSF  IMW 3 R22/09,9925,-50.0,,custo_2024_09.xls,01/09/2024
23/09/2024,PIX TRANSF  IMW 3 R22/09,9925,-24.0,,custo_2024_09.xls,01/09/2024
23/09/2024,FINANC IMOBILIARIO   030,9293,-2777.21,,custo_2024_09.xls,01/09/2024
23/09/2024,DA  COMGAS 51448254,9293,-410.26,,custo_2024_09.xls,01/09/2024
23/09/2024,REND PAGO APLIC AUT MAIS,,0.04,,custo_2024_09.xls,01/09/2024
23/09/2024,SALDO DO DIA,,,-1139.34,custo_2024_09.xls,01/09/2024
24/09/2024,ELECTRONAlexandreDo,9212,-20.0,,custo_2024_09.xls,01/09/2024
24/09/2024,ELECTRONMP*MERCADOR,9212,-10.5,,custo_2024_09.xls,01/09/2024
24/09/2024,ELECTRONMP*SOLTEIRI,9212,-10.0,,custo_2024_09.xls,01/09/2024
24/09/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_09.xls,01/09/2024
24/09/2024,ELECTRON37 679 935,9212,-24.0,,custo_2024_09.xls,01/09/2024
24/09/2024,PIX TRANSF  Matheus24/09,9136,200.0,,custo_2024_09.xls,01/09/2024
24/09/2024,SALDO DO DIA,,,-1033.84,custo_2024_09.xls,01/09/2024
25/09/2024,ELECTRONOGGI SORVET,9212,-33.49,,custo_2024_09.xls,01/09/2024
25/09/2024,ELECTRONREAL BRASIL,9212,-3.0,,custo_2024_09.xls,01/09/2024
25/09/2024,PIX QRS PORTOSEG SA25/09,9029,-68.37,,custo_2024_09.xls,01/09/2024
25/09/2024,PIX TRANSF  ELIZABE25/09,9127,-1000.0,,custo_2024_09.xls,01/09/2024
25/09/2024,SALDO DO DIA,,,-2138.7,custo_2024_09.xls,01/09/2024
26/09/2024,ELECTRONCAFE NA MED,9212,-9.5,,custo_2024_09.xls,01/09/2024
26/09/2024,ELECTRONCARREFOUR X,9212,-26.9,,custo_2024_09.xls,01/09/2024
26/09/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_09.xls,01/09/2024
26/09/2024,SALDO DO DIA,,,-2205.1,custo_2024_09.xls,01/09/2024
27/09/2024,ELECTRONLUIZ ANTONI,9212,-20.0,,custo_2024_09.xls,01/09/2024
27/09/2024,ELECTRONREAL BRASIL,9212,-18.0,,custo_2024_09.xls,01/09/2024
27/09/2024,SALDO DO DIA,,,-2243.1,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONARENA SANTA,9212,-6.0,,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONARENA SANTA,9212,-8.0,,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONARENA SANTA,9212,-4.0,,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONARENA SANTA,9212,-8.0,,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONARENA SANTA,9212,-18.0,,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONARENA SANTA,9212,-11.0,,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONATACADAO 06,9212,-160.34,,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONDROGARIA SA,9212,-26.9,,custo_2024_09.xls,01/09/2024
30/09/2024,ELECTRONREAL BRASIL,9212,-2.0,,custo_2024_09.xls,01/09/2024
30/09/2024,PIX TRANSF  ANDRE N29/09,9779,-40.0,,custo_2024_09.xls,01/09/2024
30/09/2024,PIX TRANSF  EMBRYO 30/09,9953,-30.0,,custo_2024_09.xls,01/09/2024
30/09/2024,SALDO DO DIA,,,-2557.34,custo_2024_09.xls,01/09/2024
30/09/2024,SALDO ANTERIOR,,,-2557.34,custo_2024_10.xls,01/10/2024
01/10/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_10.xls,01/10/2024
01/10/2024,PIX QRS BEIJO DE FR01/10,9327,-17.0,,custo_2024_10.xls,01/10/2024
01/10/2024,PIX TRANSF  IMW 3 R01/10,9953,-24.0,,custo_2024_10.xls,01/10/2024
01/10/2024,SABESP      3082129325,9293,-197.1,,custo_2024_10.xls,01/10/2024
01/10/2024,SALDO DO DIA,,,-2825.44,custo_2024_10.xls,01/10/2024
02/10/2024,IOF,,-12.45,,custo_2024_10.xls,01/10/2024
02/10/2024,ELECTRONPANETTERIA,9212,-41.23,,custo_2024_10.xls,01/10/2024
02/10/2024,PIX TRANSF  erlonds02/10,9953,-35.0,,custo_2024_10.xls,01/10/2024
02/10/2024,TBI 9293.22915-0/500,4175,1810.3,,custo_2024_10.xls,01/10/2024
02/10/2024,TAR PACOTE ITAU   SET/24,9293,-92.5,,custo_2024_10.xls,01/10/2024
02/10/2024,SALDO DO DIA,,,-1196.32,custo_2024_10.xls,01/10/2024
03/10/2024,ELECTRONPCA N MUNDO,9212,-36.26,,custo_2024_10.xls,01/10/2024
03/10/2024,PIX QRS Simone Apar03/10,9925,-24.0,,custo_2024_10.xls,01/10/2024
03/10/2024,PIX TRANSF  50.865.03/10,9131,-60.0,,custo_2024_10.xls,01/10/2024
03/10/2024,SALDO DO DIA,,,-1316.58,custo_2024_10.xls,01/10/2024
04/10/2024,ELECTRONBB TRANSPOR,9212,-50.0,,custo_2024_10.xls,01/10/2024
04/10/2024,ELECTRONREAL BRASIL,9212,-15.0,,custo_2024_10.xls,01/10/2024
04/10/2024,ELECTRONRESTAURANTE,9212,-34.0,,custo_2024_10.xls,01/10/2024
04/10/2024,PAGTO EM CONTA CORRENTE,1268,2934.06,,custo_2024_10.xls,01/10/2024
04/10/2024,SDO CTA/APL AUTOMATICAS,,,1518.48,custo_2024_10.xls,01/10/2024
07/10/2024,ELECTRONBAZAR PAPEL,9212,-23.5,,custo_2024_10.xls,01/10/2024
07/10/2024,ELECTRONMOLEQUE PER,9212,-10.9,,custo_2024_10.xls,01/10/2024
07/10/2024,ELECTRONNM PIZZARIA,9212,-53.8,,custo_2024_10.xls,01/10/2024
07/10/2024,ELECTRONNM PIZZARIA,9212,-10.0,,custo_2024_10.xls,01/10/2024
07/10/2024,MOBILEPAG TIT BANCO 237,9029,-779.63,,custo_2024_10.xls,01/10/2024
07/10/2024,MOBILEPAG TIT BANCO 461,9123,-130.0,,custo_2024_10.xls,01/10/2024
07/10/2024,PIX QRS IMW 3 R VIL06/10,9129,-100.0,,custo_2024_10.xls,01/10/2024
07/10/2024,PIX TRANSF  EDMILSO07/10,9131,-10.0,,custo_2024_10.xls,01/10/2024
07/10/2024,PIX TRANSF  EMBRYO 05/10,9121,-20.0,,custo_2024_10.xls,01/10/2024
07/10/2024,PIX TRANSF  EMBRYO 05/10,9122,-100.0,,custo_2024_10.xls,01/10/2024
07/10/2024,PIX TRANSF  EMBRYO 07/10,9121,-20.0,,custo_2024_10.xls,01/10/2024
07/10/2024,PIX TRANSF  MICHELL05/10,9132,500.0,,custo_2024_10.xls,01/10/2024
07/10/2024,JUROS LIMITE DA CONTA,,-60.56,,custo_2024_10.xls,01/10/2024
07/10/2024,DA  CLARO MOVEL 46827990,9293,-57.29,,custo_2024_10.xls,01/10/2024
07/10/2024,SDO CTA/APL AUTOMATICAS,,,642.8,custo_2024_10.xls,01/10/2024
08/10/2024,ELECTRONBETTER,9212,-22.0,,custo_2024_10.xls,01/10/2024
08/10/2024,ELECTRONPAES E DOCE,9212,-8.0,,custo_2024_10.xls,01/10/2024
08/10/2024,ELECTRONRESTAURANTE,9212,-9.0,,custo_2024_10.xls,01/10/2024
08/10/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_10.xls,01/10/2024
08/10/2024,SDO CTA/APL AUTOMATICAS,,,573.8,custo_2024_10.xls,01/10/2024
09/10/2024,ELECTRONPANETTERIA,9212,-36.74,,custo_2024_10.xls,01/10/2024
09/10/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_10.xls,01/10/2024
09/10/2024,SDO CTA/APL AUTOMATICAS,,,507.06,custo_2024_10.xls,01/10/2024
10/10/2024,ELECTRONJosismarMor,9212,-11.0,,custo_2024_10.xls,01/10/2024
10/10/2024,ELECTRONPCA N MUNDO,9212,-27.38,,custo_2024_10.xls,01/10/2024
10/10/2024,SEGURO CARTAO,9293,-8.18,,custo_2024_10.xls,01/10/2024
10/10/2024,SDO CTA/APL AUTOMATICAS,,,460.5,custo_2024_10.xls,01/10/2024
11/10/2024,ELECTRONREAL BRASIL,9212,-15.0,,custo_2024_10.xls,01/10/2024
11/10/2024,PIX TRANSF  JOAO BR11/10,9128,15.0,,custo_2024_10.xls,01/10/2024
11/10/2024,PIX TRANSF  JOAO BR11/10,9026,50.0,,custo_2024_10.xls,01/10/2024
11/10/2024,PIX TRANSF  JOHANIS11/10,9130,50.0,,custo_2024_10.xls,01/10/2024
11/10/2024,PIX TRANSF  JONY AL11/10,9925,50.0,,custo_2024_10.xls,01/10/2024
11/10/2024,PIX TRANSF  Kaua Sa11/10,9120,50.0,,custo_2024_10.xls,01/10/2024
11/10/2024,PIX TRANSF  MAURINI11/10,9120,50.0,,custo_2024_10.xls,01/10/2024
11/10/2024,DEB AUTOR UNICEF,9293,-85.0,,custo_2024_10.xls,01/10/2024
11/10/2024,SDO CTA/APL AUTOMATICAS,,,625.5,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONANTONIO CHI,9212,-40.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONBANANAS ANA,9212,-15.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONCarlosDiyod,9212,-7.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONDivinePadar,9212,-103.77,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONFRIGOMUNDO,9212,-38.05,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONGagosBrothe,9212,-3.5,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONKEKALA ARIC,9212,-24.9,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONLucianoBarb,9212,-4.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONLOJAS AMERI,9212,-70.98,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONMERCADO GAG,9212,-25.37,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONMP*ORIEL,9212,-30.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONMUNDOMED DR,9212,-10.99,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONNICE VERDUR,9212,-4.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONOGGI SORVET,9212,-30.47,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONPATRICIAPER,9212,-5.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONPG *TON CAS,9212,-23.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONPG *TON FEI,9212,-17.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONRobinson,9212,-30.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONRobsonHonor,9212,-28.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONRosileneDaS,9212,-26.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONSHOPPING CE,9212,-29.7,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONTHIEMI HORT,9212,-35.0,,custo_2024_10.xls,01/10/2024
14/10/2024,ELECTRONWRV ARICAND,9212,-3.5,,custo_2024_10.xls,01/10/2024
