data,lançamento,ag./origem,valor (R$),saldos (R$),nome_arquivo,data_base
14/10/2024,PIX QRS Rihappy14/10,9126,-131.99,,custo_2024_10.xls,01/10/2024
14/10/2024,PIX TRANSF  EDMILSO12/10,9128,-20.0,,custo_2024_10.xls,01/10/2024
14/10/2024,PIX TRANSF  IMW 3 R12/10,9122,-24.0,,custo_2024_10.xls,01/10/2024
14/10/2024,PIX TRANSF  ANDREA 12/10,9327,50.0,,custo_2024_10.xls,01/10/2024
14/10/2024,PIX TRANSF  Fabio G12/10,9122,50.0,,custo_2024_10.xls,01/10/2024
14/10/2024,PIX TRANSF  MARCELO14/10,9123,50.0,,custo_2024_10.xls,01/10/2024
14/10/2024,REND PAGO APLIC AUT MAIS,,0.01,,custo_2024_10.xls,01/10/2024
14/10/2024,SALDO DO DIA,,,-5.71,custo_2024_10.xls,01/10/2024
15/10/2024,ELECTRONMANIA DE CH,9212,-33.9,,custo_2024_10.xls,01/10/2024
15/10/2024,ELECTRONSHOPPING IG,9212,-4.0,,custo_2024_10.xls,01/10/2024
15/10/2024,PIX QRS CEA PAY FUN15/10,9327,-170.65,,custo_2024_10.xls,01/10/2024
15/10/2024,PIX TRANSF  ELIZABE15/10,9121,-1000.0,,custo_2024_10.xls,01/10/2024
15/10/2024,PAGTO SALARIO,1268,4280.44,,custo_2024_10.xls,01/10/2024
15/10/2024,PIX TRANSF  GC IBIR15/10,9014,50.0,,custo_2024_10.xls,01/10/2024
15/10/2024,DA  CLARO MOVEL 66459258,9293,-149.9,,custo_2024_10.xls,01/10/2024
15/10/2024,SDO CTA/APL AUTOMATICAS,,,2966.28,custo_2024_10.xls,01/10/2024
16/10/2024,ELECTRONBrialeUnifo,9212,-42.21,,custo_2024_10.xls,01/10/2024
16/10/2024,ELECTRONBB TRANSPOR,9212,-20.0,,custo_2024_10.xls,01/10/2024
16/10/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_10.xls,01/10/2024
16/10/2024,ELECTRONRS AVILA,9212,-36.72,,custo_2024_10.xls,01/10/2024
16/10/2024,PIX TRANSF  REAL BR16/10,9026,-700.0,,custo_2024_10.xls,01/10/2024
16/10/2024,PIX TRANSF  REAL BR16/10,9128,-100.0,,custo_2024_10.xls,01/10/2024
16/10/2024,PIX TRANSF  JULIANO16/10,9136,100.0,,custo_2024_10.xls,01/10/2024
16/10/2024,SDO CTA/APL AUTOMATICAS,,,2137.35,custo_2024_10.xls,01/10/2024
17/10/2024,ELECTRONPCA N MUNDO,9212,-22.39,,custo_2024_10.xls,01/10/2024
17/10/2024,ELECTRONRS AVILA,9212,-22.97,,custo_2024_10.xls,01/10/2024
17/10/2024,PIX TRANSF  Carlos 17/10,9122,-13.0,,custo_2024_10.xls,01/10/2024
17/10/2024,PIX TRANSF  EMBRYO 17/10,9026,-20.0,,custo_2024_10.xls,01/10/2024
17/10/2024,PIX TRANSF  EMBRYO 17/10,9121,-30.0,,custo_2024_10.xls,01/10/2024
17/10/2024,INT ITAU VISA,4175,-1399.49,,custo_2024_10.xls,01/10/2024
17/10/2024,PIX TRANSF  LUCIANO17/10,9028,50.0,,custo_2024_10.xls,01/10/2024
17/10/2024,PIX TRANSF  THIAGO 17/10,9953,50.0,,custo_2024_10.xls,01/10/2024
17/10/2024,DA  ELETROPAULO 11701161,9293,-127.42,,custo_2024_10.xls,01/10/2024
17/10/2024,SDO CTA/APL AUTOMATICAS,,,602.08,custo_2024_10.xls,01/10/2024
18/10/2024,PIX TRANSF  EDMILSO18/10,9123,-10.0,,custo_2024_10.xls,01/10/2024
18/10/2024,PIX TRANSF  Iego Ke18/10,9128,15.0,,custo_2024_10.xls,01/10/2024
18/10/2024,SDO CTA/APL AUTOMATICAS,,,607.08,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONARENA SANTA,9212,-22.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONBarracaDoCu,9212,-6.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONFRIGOMUNDO,9212,-99.44,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONLUIZ ANTONI,9212,-45.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONPCA N MUNDO,9212,-15.78,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONPERTO,9212,-20.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONPERTO,9212,-10.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONPERTO,9212,-30.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONPG *TON CAS,9212,-16.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONPG *TON FEI,9212,-24.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONRobinson,9212,-15.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONRosileneDaS,9212,-3.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONREAL BRASIL,9212,-10.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONREAL BRASIL,9212,-16.0,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONRESTAURANTE,9212,-22.84,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONRESTAURANTE,9212,-18.33,,custo_2024_10.xls,01/10/2024
21/10/2024,ELECTRONVERA CLEMEN,9212,-10.0,,custo_2024_10.xls,01/10/2024
21/10/2024,PIX TRANSF  IMW 3 R21/10,9026,-48.0,,custo_2024_10.xls,01/10/2024
21/10/2024,PIX TRANSF  IMW 3 R21/10,9327,-100.0,,custo_2024_10.xls,01/10/2024
21/10/2024,PIX TRANSF  LUIZ AN21/10,9028,-30.0,,custo_2024_10.xls,01/10/2024
21/10/2024,PIX TRANSF  THIAGO 19/10,9127,30.0,,custo_2024_10.xls,01/10/2024
21/10/2024,DA  NET SERVICOS 5680788,9293,-236.51,,custo_2024_10.xls,01/10/2024
21/10/2024,SALDO DO DIA,,,-160.82,custo_2024_10.xls,01/10/2024
22/10/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_10.xls,01/10/2024
22/10/2024,PIX TRANSF  ANDRE N22/10,9773,-20.0,,custo_2024_10.xls,01/10/2024
22/10/2024,DA  COMGAS 51448254,9293,-305.7,,custo_2024_10.xls,01/10/2024
22/10/2024,SALDO DO DIA,,,-516.52,custo_2024_10.xls,01/10/2024
23/10/2024,ELECTRONAdrianaDaSi,9212,-3.0,,custo_2024_10.xls,01/10/2024
23/10/2024,ELECTRONRS AVILA,9212,-11.08,,custo_2024_10.xls,01/10/2024
23/10/2024,ELECTRONRS AVILA,9212,-67.69,,custo_2024_10.xls,01/10/2024
23/10/2024,FINANC IMOBILIARIO   031,9293,-2773.27,,custo_2024_10.xls,01/10/2024
23/10/2024,SALDO DO DIA,,,-3371.56,custo_2024_10.xls,01/10/2024
24/10/2024,ELECTRONRESTAURANTE,9212,-30.0,,custo_2024_10.xls,01/10/2024
24/10/2024,ELECTRONRESTAURANTE,9212,-22.35,,custo_2024_10.xls,01/10/2024
24/10/2024,SALDO DO DIA,,,-3423.91,custo_2024_10.xls,01/10/2024
25/10/2024,ELECTRONBAR DO ALEM,9212,-39.9,,custo_2024_10.xls,01/10/2024
25/10/2024,ELECTRONBB TRANSPOR,9212,-20.0,,custo_2024_10.xls,01/10/2024
25/10/2024,ELECTRONREAL BRASIL,9212,-8.0,,custo_2024_10.xls,01/10/2024
25/10/2024,ELECTRONRESTAURANTE,9212,-12.0,,custo_2024_10.xls,01/10/2024
25/10/2024,PIX TRANSF  Anselmo25/10,9026,15.0,,custo_2024_10.xls,01/10/2024
25/10/2024,PIX TRANSF  Bruno H25/10,9028,15.0,,custo_2024_10.xls,01/10/2024
25/10/2024,PIX TRANSF  David C25/10,9327,20.0,,custo_2024_10.xls,01/10/2024
25/10/2024,PIX TRANSF  Iego Ke25/10,9014,15.0,,custo_2024_10.xls,01/10/2024
25/10/2024,PIX TRANSF  Marcos 25/10,9327,15.0,,custo_2024_10.xls,01/10/2024
25/10/2024,SALDO DO DIA,,,-3423.81,custo_2024_10.xls,01/10/2024
28/10/2024,ELECTRONReginaldoca,9212,-8.0,,custo_2024_10.xls,01/10/2024
28/10/2024,ELECTRONRS AVILA,9212,-35.21,,custo_2024_10.xls,01/10/2024
28/10/2024,PIX TRANSF  erlonds26/10,9120,-35.0,,custo_2024_10.xls,01/10/2024
28/10/2024,PIX TRANSF  ANDRE N26/10,9123,-20.0,,custo_2024_10.xls,01/10/2024
28/10/2024,PIX TRANSF  EMBRYO 26/10,9122,-30.0,,custo_2024_10.xls,01/10/2024
28/10/2024,PIX TRANSF  EMBRYO 26/10,9129,-50.0,,custo_2024_10.xls,01/10/2024
28/10/2024,SALDO DO DIA,,,-3602.02,custo_2024_10.xls,01/10/2024
29/10/2024,ELECTRONAdrianaDaSi,9212,-3.0,,custo_2024_10.xls,01/10/2024
29/10/2024,ELECTRONRS AVILA,9212,-19.52,,custo_2024_10.xls,01/10/2024
29/10/2024,SALDO DO DIA,,,-3624.54,custo_2024_10.xls,01/10/2024
30/10/2024,ELECTRONRS AVILA,9212,-42.68,,custo_2024_10.xls,01/10/2024
30/10/2024,SALDO DO DIA,,,-3667.22,custo_2024_10.xls,01/10/2024
31/10/2024,PIX TRANSF  EDMILSO31/10,9132,-10.0,,custo_2024_10.xls,01/10/2024
31/10/2024,SALDO DO DIA,,,-3677.22,custo_2024_10.xls,01/10/2024
31/10/2024,SALDO ANTERIOR,,,-3677.22,custo_2024_11.xls,01/11/2024
01/11/2024,SAQUE BANCO24H468333827,9126,-20.0,,custo_2024_11.xls,01/11/2024
01/11/2024,SAQUE BANCO24H777420177,9122,-20.0,,custo_2024_11.xls,01/11/2024
01/11/2024,ELECTRONBAUDUCCO,9212,-41.79,,custo_2024_11.xls,01/11/2024
01/11/2024,ELECTRONFLAMENGO,9212,-8.0,,custo_2024_11.xls,01/11/2024
01/11/2024,ELECTRONFLAMENGO,9212,-10.0,,custo_2024_11.xls,01/11/2024
01/11/2024,ELECTRONGUARULHOS S,9212,-16.0,,custo_2024_11.xls,01/11/2024
01/11/2024,ELECTRONREAL BRASIL,9212,-15.0,,custo_2024_11.xls,01/11/2024
01/11/2024,PIX TRANSF  ANDRE N01/11,9779,-20.0,,custo_2024_11.xls,01/11/2024
01/11/2024,PIX TRANSF  Anselmo01/11,9128,15.0,,custo_2024_11.xls,01/11/2024
01/11/2024,SALDO DO DIA,,,-3813.01,custo_2024_11.xls,01/11/2024
04/11/2024,IOF,,-18.54,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONCINEMARK SH,9212,-39.0,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONCINEMARK SH,9212,-96.0,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONCINEMARK SH,9212,-24.0,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONFRIGOMUNDO,9212,-53.85,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONMAGAZINE DO,9212,-4.0,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONPERTO,9212,-20.0,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONPERTO,9212,-20.0,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONSANTANA,9212,-66.6,,custo_2024_11.xls,01/11/2024
04/11/2024,ELECTRONYOGGI,9212,-6.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  EMBRYO 02/11,9136,-50.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  EMBRYO 02/11,9773,-30.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  APARECI02/11,9122,12.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  CARLOS 02/11,9129,24.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  DORALIC02/11,9925,12.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  JOELMA 02/11,9129,12.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  JOHANIS02/11,9121,15.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  Maria I02/11,9121,12.0,,custo_2024_11.xls,01/11/2024
04/11/2024,PIX TRANSF  MICHELL04/11,9029,500.0,,custo_2024_11.xls,01/11/2024
04/11/2024,TAR PACOTE ITAU   OUT/24,9293,-92.5,,custo_2024_11.xls,01/11/2024
04/11/2024,SALDO DO DIA,,,-3746.5,custo_2024_11.xls,01/11/2024
05/11/2024,ELECTRONBB TRANSPOR,9212,-20.0,,custo_2024_11.xls,01/11/2024
05/11/2024,ELECTRONCARISTO FAR,9212,-7.29,,custo_2024_11.xls,01/11/2024
05/11/2024,ELECTRONEMPORIO IDE,9212,-8.88,,custo_2024_11.xls,01/11/2024
05/11/2024,ELECTRONRESTAURANTE,9212,-34.0,,custo_2024_11.xls,01/11/2024
05/11/2024,PAGTO SALARIO,1268,2709.04,,custo_2024_11.xls,01/11/2024
05/11/2024,JUROS LIMITE DA CONTA,,-125.8,,custo_2024_11.xls,01/11/2024
05/11/2024,DA  CLARO MOVEL 46827990,9293,-57.29,,custo_2024_11.xls,01/11/2024
05/11/2024,SALDO DO DIA,,,-1290.72,custo_2024_11.xls,01/11/2024
06/11/2024,MOBILEPAG TIT BANCO 237,9130,-734.63,,custo_2024_11.xls,01/11/2024
06/11/2024,PIX QRS Brunorte Ex06/11,9127,-10.3,,custo_2024_11.xls,01/11/2024
06/11/2024,PIX TRANSF  Thiago 06/11,9126,100.0,,custo_2024_11.xls,01/11/2024
06/11/2024,SALDO DO DIA,,,-1935.65,custo_2024_11.xls,01/11/2024
07/11/2024,ELECTRONCAFE NA MED,9212,-9.5,,custo_2024_11.xls,01/11/2024
07/11/2024,ELECTRONCARREFOUR X,9212,-29.39,,custo_2024_11.xls,01/11/2024
07/11/2024,ELECTRONMERLOS PIZZ,9212,-42.98,,custo_2024_11.xls,01/11/2024
07/11/2024,ELECTRONRESTAURANTE,9212,-24.97,,custo_2024_11.xls,01/11/2024
07/11/2024,ELECTRONRS AVILA,9212,-26.68,,custo_2024_11.xls,01/11/2024
07/11/2024,SALDO DO DIA,,,-2069.17,custo_2024_11.xls,01/11/2024
08/11/2024,ELECTRONREAL BRASIL,9212,-8.0,,custo_2024_11.xls,01/11/2024
08/11/2024,ELECTRONRS AVILA,9212,-28.67,,custo_2024_11.xls,01/11/2024
08/11/2024,ELECTRONRS AVILA,9212,-64.25,,custo_2024_11.xls,01/11/2024
08/11/2024,SALDO DO DIA,,,-2170.09,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONARENA SANTA,9212,-32.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONBANANAS ANA,9212,-20.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONBANANAS ANA,9212,-5.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONDROGARIA SA,9212,-11.98,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONFRIGOMUNDO,9212,-133.24,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONHAVANNA - T,9212,-31.8,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONLOJAS AMERI,9212,-71.95,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONLUIZ ANTONI,9212,-68.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONMP*ORIEL,9212,-34.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONMUNDOMED DR,9212,-10.99,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONPG *TON CAS,9212,-19.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONPG *TON FEI,9212,-15.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONRobinson,9212,-30.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONRosileneDaS,9212,-10.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONREAL BRASIL,9212,-3.5,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONRS AVILA,9212,-20.99,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONRS AVILA,9212,-36.84,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONRS AVILA,9212,-9.99,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONSANTANA,9212,-9.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONSMT SPORT L,9212,-240.0,,custo_2024_11.xls,01/11/2024
11/11/2024,ELECTRONThiemiComer,9212,-17.5,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  EMBRYO 09/11,9327,-30.0,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  EMBRYO 09/11,9028,-100.0,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  IMW 3 R10/11,9029,-45.0,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  IMW 3 R10/11,9026,-100.0,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  REAL BR11/11,9028,-130.0,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  JOHANIS11/11,9925,50.0,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  Kaua Sa10/11,9124,50.0,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  MARCELO10/11,9029,50.0,,custo_2024_11.xls,01/11/2024
11/11/2024,PIX TRANSF  MAURINI11/11,9014,50.0,,custo_2024_11.xls,01/11/2024
11/11/2024,SEGURO CARTAO,9293,-8.18,,custo_2024_11.xls,01/11/2024
11/11/2024,SALDO DO DIA,,,-3214.05,custo_2024_11.xls,01/11/2024
12/11/2024,ELECTRONRS AVILA,9212,-57.44,,custo_2024_11.xls,01/11/2024
12/11/2024,PIX TRANSF  Anselmo12/11,9132,50.0,,custo_2024_11.xls,01/11/2024
12/11/2024,PIX TRANSF  JONY AL12/11,9026,50.0,,custo_2024_11.xls,01/11/2024
12/11/2024,PIX TRANSF  Matheus12/11,9132,200.0,,custo_2024_11.xls,01/11/2024
12/11/2024,PIX TRANSF  THIAGO 12/11,9124,50.0,,custo_2024_11.xls,01/11/2024
12/11/2024,SALDO DO DIA,,,-2921.49,custo_2024_11.xls,01/11/2024
13/11/2024,ELECTRONPadariaChar,9212,-7.99,,custo_2024_11.xls,01/11/2024
13/11/2024,PIX TRANSF  SMART A13/11,9120,50.0,,custo_2024_11.xls,01/11/2024
13/11/2024,DEB AUTOR UNICEF,9293,-85.0,,custo_2024_11.xls,01/11/2024
13/11/2024,SALDO DO DIA,,,-2964.48,custo_2024_11.xls,01/11/2024
14/11/2024,ELECTRONJOAO KOBASH,9212,-10.0,,custo_2024_11.xls,01/11/2024
14/11/2024,ELECTRONOGGI SORVET,9212,-28.99,,custo_2024_11.xls,01/11/2024
14/11/2024,ELECTRONPCA N MUNDO,9212,-53.04,,custo_2024_11.xls,01/11/2024
14/11/2024,ELECTRONPONTO DA ES,9212,-52.5,,custo_2024_11.xls,01/11/2024
14/11/2024,PIX TRANSF  erlonds14/11,9129,-35.0,,custo_2024_11.xls,01/11/2024
14/11/2024,PAGTO EM CONTA CORRENTE,1268,4280.44,,custo_2024_11.xls,01/11/2024
14/11/2024,PIX TRANSF  JOAO BR14/11,9130,50.0,,custo_2024_11.xls,01/11/2024
14/11/2024,PIX TRANSF  JOAO BR14/11,9126,50.0,,custo_2024_11.xls,01/11/2024
14/11/2024,PIX TRANSF  PAULO H14/11,9122,50.0,,custo_2024_11.xls,01/11/2024
14/11/2024,SDO CTA/APL AUTOMATICAS,,,1286.43,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONALLANDIASDO,9212,-30.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONCarlosDiyod,9212,-13.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONFRIGOMUNDO,9212,-66.83,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONJosismarMor,9212,-25.85,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONMonicaMaria,9212,-20.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONMP*ESPACOCE,9212,-20.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONNUVEMDOCES,9212,-11.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONORIEL PEREI,9212,-25.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONPATRICIAPER,9212,-5.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONPCA N MUNDO,9212,-26.6,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONPG *TON CAS,9212,-19.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONPG *TON FEI,9212,-8.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONRodrigoNune,9212,-22.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONRosileneDaS,9212,-3.0,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONRS AVILA,9212,-40.55,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONRS AVILA,9212,-14.8,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONRS AVILA,9212,-11.49,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONRS AVILA,9212,-57.01,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONRS AVILA,9212,-32.5,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONThiemiComer,9212,-17.5,,custo_2024_11.xls,01/11/2024
18/11/2024,ELECTRONVERA CLEMEN,9212,-15.0,,custo_2024_11.xls,01/11/2024
18/11/2024,PIX QRS CEA PAY FUN16/11,9026,-170.65,,custo_2024_11.xls,01/11/2024
18/11/2024,PIX TRANSF  Real Br18/11,9128,-25.0,,custo_2024_11.xls,01/11/2024
18/11/2024,PIX TRANSF  REAL BR16/11,9026,-770.0,,custo_2024_11.xls,01/11/2024
18/11/2024,PIX TRANSF  JOHANIS16/11,9779,15.0,,custo_2024_11.xls,01/11/2024
18/11/2024,DA  CLARO MOVEL 66459258,9293,-149.9,,custo_2024_11.xls,01/11/2024
18/11/2024,REND PAGO APLIC AUT MAIS,,0.01,,custo_2024_11.xls,01/11/2024
18/11/2024,SALDO DO DIA,,,-298.24,custo_2024_11.xls,01/11/2024
19/11/2024,ELECTRONBB TRANSPOR,9212,-20.0,,custo_2024_11.xls,01/11/2024
19/11/2024,ELECTRONPadariaChar,9212,-8.0,,custo_2024_11.xls,01/11/2024
19/11/2024,ELECTRONReginaldoca,9212,-8.0,,custo_2024_11.xls,01/11/2024
19/11/2024,ELECTRONRESTAURANTE,9212,-34.0,,custo_2024_11.xls,01/11/2024
19/11/2024,PIX TRANSF  THIAGO 19/11,9327,15.0,,custo_2024_11.xls,01/11/2024
19/11/2024,DA  ELETROPAULO 11701161,9293,-123.86,,custo_2024_11.xls,01/11/2024
19/11/2024,SALDO DO DIA,,,-477.1,custo_2024_11.xls,01/11/2024
21/11/2024,ELECTRONBB TRANSPOR,9212,-20.0,,custo_2024_11.xls,01/11/2024
21/11/2024,ELECTRONJosismarMor,9212,-48.0,,custo_2024_11.xls,01/11/2024
21/11/2024,ELECTRONMERLOS PIZZ,9212,-45.0,,custo_2024_11.xls,01/11/2024
21/11/2024,ELECTRONPadariaChar,9212,-4.0,,custo_2024_11.xls,01/11/2024
21/11/2024,ELECTRONREAL BRASIL,9212,-44.5,,custo_2024_11.xls,01/11/2024
21/11/2024,PIX TRANSF  ANA MAR21/11,9028,-50.0,,custo_2024_11.xls,01/11/2024
21/11/2024,PIX TRANSF  Carlos 20/11,9128,-20.0,,custo_2024_11.xls,01/11/2024
21/11/2024,PIX TRANSF  Andrea 21/11,9136,50.0,,custo_2024_11.xls,01/11/2024
21/11/2024,DA  NET SERVICOS 5680788,9293,-236.51,,custo_2024_11.xls,01/11/2024
21/11/2024,SALDO DO DIA,,,-895.11,custo_2024_11.xls,01/11/2024
22/11/2024,ELECTRONALLANDIASDO,9212,-30.0,,custo_2024_11.xls,01/11/2024
22/11/2024,ELECTRONREAL BRASIL,9212,-15.0,,custo_2024_11.xls,01/11/2024
22/11/2024,PIX TRANSF  EDMILSO22/11,9773,-10.0,,custo_2024_11.xls,01/11/2024
22/11/2024,PIX TRANSF  Iego Ke22/11,9128,50.0,,custo_2024_11.xls,01/11/2024
22/11/2024,PIX TRANSF  LUCIANO22/11,9127,50.0,,custo_2024_11.xls,01/11/2024
22/11/2024,SALDO DO DIA,,,-850.11,custo_2024_11.xls,01/11/2024
25/11/2024,FINANC IMOBILIARIO   032,9128,-2769.28,,custo_2024_11.xls,01/11/2024
25/11/2024,SAQUE BANCO24H508353267,9029,-20.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONARENA SANTA,9212,-51.8,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONBicoMateria,9212,-8.5,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONBANANAS ANA,9212,-15.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONCarlosDiyod,9212,-16.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONCASA DE BOL,9212,-41.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONCENTAURO,9212,-204.99,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONCHIQUINHO S,9212,-17.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONFRIGOMUNDO,9212,-113.05,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONFRIGOMUNDO,9212,-21.78,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONFRIGOMUNDO,9212,-13.99,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONMP*ORIEL,9212,-35.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONPATRICIAPER,9212,-10.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONPERTO SA,9212,-30.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONPERTO SA,9212,-20.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONPG *TON CAS,9212,-25.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONPG *TON FEI,9212,-12.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONRobinson,9212,-30.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONRosileneDaS,9212,-14.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONRS AVILA,9212,-18.52,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONSANTANA,9212,-6.0,,custo_2024_11.xls,01/11/2024
25/11/2024,ELECTRONThiemiComer,9212,-45.0,,custo_2024_11.xls,01/11/2024
25/11/2024,PIX QRS Uber24/11,9121,-16.14,,custo_2024_11.xls,01/11/2024
25/11/2024,PIX QRS Uber25/11,9029,-13.78,,custo_2024_11.xls,01/11/2024
25/11/2024,PIX QRS Uber25/11,9121,-17.33,,custo_2024_11.xls,01/11/2024
25/11/2024,DEV PIX Uber25/11,9121,13.78,,custo_2024_11.xls,01/11/2024
25/11/2024,DA  COMGAS 51448254,9293,-314.85,,custo_2024_11.xls,01/11/2024
25/11/2024,SALDO DO DIA,,,-4736.34,custo_2024_11.xls,01/11/2024
26/11/2024,ELECTRONAdrianaDaSi,9212,-3.0,,custo_2024_11.xls,01/11/2024
26/11/2024,PIX TRANSF  Fabio G26/11,9120,15.0,,custo_2024_11.xls,01/11/2024
26/11/2024,SALDO DO DIA,,,-4724.34,custo_2024_11.xls,01/11/2024
